movie_id,movie_title,title_year,duration,language,country,color,budgets,num_critic,facenumber_in_poster,num_voted_users,aspect_ratio,movie_facebook_likes,imdb_score,content_rating
52,"Prince of Persia: The Sands of Time",2010,116,English,USA,Color,200000000,306,2,222403,235,23000,66,PG-13
53,"Pacific Rim",2013,131,English,USA,Color,190000000,575,0,381148,185,83000,70,PG-13
54,"Transformers: Dark of the Moon",2011,154,English,USA,Color,195000000,428,2,326180,235,46000,63,PG-13
57,Brave,2012,93,English,USA,Color,185000000,488,0,273556,235,39000,72,PG
58,"Star Trek Beyond",2016,122,English,USA,Color,185000000,322,4,53607,235,30000,75,PG-13
59,WALLï¿½ï¿½E,2008,98,English,USA,Color,180000000,421,0,718837,235,16000,84,G
60,"Rush Hour 3",2007,91,English,USA,Color,140000000,162,2,121084,235,0,62,PG-13
61,2012,2009,158,English,USA,Color,200000000,367,0,283418,235,13000,58,PG-13
62,"A Christmas Carol",2009,96,English,USA,Color,200000000,240,0,72809,235,0,68,PG
63,"Jupiter Ascending",2015,127,English,USA,Color,176000000,384,1,139593,235,44000,54,PG-13
64,"The Legend of Tarzan",2016,110,English,USA,Color,180000000,248,2,42372,235,29000,66,PG-13
66,"X-Men: Apocalypse",2016,144,English,USA,Color,178000000,396,6,148379,235,54000,73,PG-13
67,"The Dark Knight",2008,152,English,USA,Color,185000000,645,0,1676169,235,37000,90,PG-13
68,Up,2009,96,English,USA,Color,175000000,408,1,665575,185,27000,83,PG
69,"Monsters vs. Aliens",2009,94,English,USA,Color,175000000,219,2,114553,235,0,65,PG
70,"Iron Man",2008,126,English,USA,Color,140000000,486,3,696338,235,10000,79,PG-13
71,Hugo,2011,126,English,USA,Color,170000000,682,0,245333,185,42000,75,PG
72,"Wild Wild West",1999,106,English,USA,Color,170000000,85,2,129601,185,0,48,PG-13
73,"The Mummy: Tomb of the Dragon Emperor",2008,112,English,USA,Color,145000000,264,2,117927,235,0,52,PG-13
74,"Suicide Squad",2016,123,English,USA,Color,175000000,418,8,118992,235,80000,69,PG-13
75,"Evan Almighty",2007,96,English,USA,Color,175000000,186,0,115099,235,2000,54,PG
76,"Edge of Tomorrow",2014,113,English,USA,Color,178000000,585,1,431620,235,77000,79,PG-13
77,Waterworld,1995,176,English,USA,Color,175000000,91,0,144337,185,0,61,PG-13
78,"G.I. Joe: The Rise of Cobra",2009,118,English,USA,Color,175000000,250,4,174578,235,0,58,PG-13
79,"Inside Out",2015,95,English,USA,Color,175000000,536,1,345198,185,118000,83,PG
80,"The Jungle Book",2016,106,English,UK,Color,175000000,370,0,106072,185,65000,78,PG
81,"Iron Man 2",2010,124,English,USA,Color,200000000,453,4,522371,235,18000,70,PG-13
82,"Snow White and the Huntsman",2012,132,English,USA,Color,170000000,416,0,228554,235,53000,61,PG-13
83,Maleficent,2014,97,English,USA,Color,180000000,401,2,252257,235,89000,70,PG
84,"Dawn of the Planet of the Apes",2014,130,English,USA,Color,170000000,521,0,317542,185,45000,76,PG-13
86,"47 Ronin",2013,128,English,USA,Color,175000000,218,2,116994,235,35000,63,PG-13
87,"Captain America: The Winter Soldier",2014,136,English,USA,Color,170000000,576,1,496749,235,55000,78,PG-13
88,"Shrek Forever After",2010,93,English,USA,Color,165000000,226,2,138661,235,0,64,PG
89,Tomorrowland,2015,130,English,USA,Color,190000000,443,2,128306,22,37000,65,PG
90,"Big Hero 6",2014,102,English,USA,Color,165000000,384,0,279093,239,41000,79,PG
91,"Wreck-It Ralph",2012,101,English,USA,Color,165000000,377,1,272534,235,40000,78,PG
92,"The Polar Express",2004,100,English,USA,Color,165000000,188,0,120798,235,10000,66,G
93,"Independence Day: Resurgence",2016,120,English,USA,Color,165000000,286,0,58137,235,67000,55,PG-13
94,"How to Train Your Dragon",2010,98,English,USA,Color,165000000,288,0,485430,235,33000,82,PG
95,"Terminator 3: Rise of the Machines",2003,109,English,USA,Color,200000000,280,0,305340,235,0,64,R
96,"Guardians of the Galaxy",2014,121,English,USA,Color,170000000,653,3,682155,235,96000,81,PG-13
97,Interstellar,2014,169,English,USA,Color,165000000,712,1,928227,235,349000,86,PG-13
98,Inception,2010,148,English,USA,Color,160000000,642,0,1468200,235,175000,88,PG-13
101,"The Fast and the Furious",2001,106,English,USA,Color,38000000,187,2,272223,235,14000,67,PG-13
102,"The Curious Case of Benjamin Button",2008,166,English,USA,Color,150000000,362,2,459346,235,23000,78,PG-13
103,"X-Men: First Class",2011,132,English,USA,Color,160000000,500,3,518537,235,54000,78,PG-13
104,"The Hunger Games: Mockingjay - Part 2",2015,137,English,USA,Color,160000000,389,1,166137,235,38000,66,PG-13
105,"The Sorcerer's Apprentice",2010,109,English,USA,Color,150000000,235,0,124185,235,11000,61,PG
106,Poseidon,2006,98,English,USA,Color,160000000,231,0,82380,235,0,56,PG-13
107,"Alice Through the Looking Glass",2016,113,English,USA,Color,170000000,218,1,21352,185,30000,64,PG
108,"Shrek the Third",2007,93,English,USA,Color,160000000,227,2,211971,185,0,61,PG
109,Warcraft,2016,123,English,USA,Color,160000000,275,0,111609,235,89000,73,PG-13
110,"Terminator Genisys",2015,126,English,USA,Color,155000000,474,2,188457,235,82000,66,PG-13
112,"Pearl Harbor",2001,184,English,USA,"Black and White",140000000,191,0,254111,235,0,61,PG-13
113,Transformers,2007,144,English,USA,Color,150000000,396,0,513158,235,8000,71,PG-13
114,Alexander,2004,206,English,Germany,Color,155000000,248,3,138863,235,0,55,R
115,"Harry Potter and the Order of the Phoenix",2007,138,English,UK,Color,150000000,329,3,355137,235,0,75,PG-13
116,"Harry Potter and the Goblet of Fire",2005,157,English,UK,Color,150000000,295,1,385670,235,0,76,PG-13
117,Hancock,2008,102,English,USA,Color,150000000,318,0,343648,235,0,64,PG-13
118,"I Am Legend",2007,104,English,USA,Color,150000000,323,0,530870,235,11000,72,PG-13
119,"Charlie and the Chocolate Factory",2005,115,English,USA,Color,150000000,276,3,320284,185,0,67,PG
120,Ratatouille,2007,111,English,USA,Color,150000000,318,0,473887,235,10000,80,G
121,"Batman Begins",2005,128,English,USA,Color,150000000,478,0,980946,235,15000,83,PG-13
122,"Madagascar: Escape 2 Africa",2008,89,English,USA,Color,150000000,167,0,146019,185,0,67,PG
124,"X-Men Origins: Wolverine",2009,119,English,USA,Color,150000000,350,0,361924,235,0,67,PG-13
125,"The Matrix Revolutions",2003,129,English,Australia,Color,150000000,245,0,364948,235,0,67,R
126,Frozen,2013,102,English,USA,Color,150000000,406,0,421658,224,58000,76,PG
127,"The Matrix Reloaded",2003,138,English,USA,Color,150000000,275,0,421818,235,0,72,R
128,"Thor: The Dark World",2013,112,English,USA,Color,170000000,486,3,414070,235,63000,71,PG-13
129,"Mad Max: Fury Road",2015,120,English,Australia,Color,150000000,739,0,552503,235,191000,81,R
130,"Angels & Demons",2009,146,English,USA,Color,150000000,298,2,207839,235,0,67,PG-13
131,Thor,2011,115,English,USA,Color,150000000,516,1,536314,235,63000,70,PG-13
132,Bolt,2008,96,English,USA,Color,150000000,225,0,146766,185,0,69,PG
133,G-Force,2009,88,English,USA,Color,150000000,145,0,33042,235,0,51,PG
134,"Wrath of the Titans",2012,99,English,USA,Color,150000000,310,0,152826,185,19000,58,PG-13
135,"Dark Shadows",2012,113,English,USA,Color,100000000,526,7,199039,185,82000,62,PG-13
136,"Mission: Impossible - Rogue Nation",2015,131,English,China,Color,150000000,465,0,232187,235,47000,74,PG-13
137,"The Wolfman",2010,119,English,USA,Color,150000000,357,0,89442,185,0,58,R
138,"The Legend of Tarzan",2016,110,English,USA,Color,180000000,248,2,42372,235,29000,66,PG-13
139,"Bee Movie",2007,91,English,USA,Color,150000000,194,0,105902,185,0,62,PG
140,"Kung Fu Panda 2",2011,90,English,USA,Color,150000000,284,0,182718,235,20000,73,PG
141,"The Last Airbender",2010,103,English,USA,Color,150000000,280,0,118951,235,18000,42,PG
142,"Mission: Impossible III",2006,124,English,USA,Color,150000000,310,0,256695,235,0,69,PG-13
143,"White House Down",2013,131,English,USA,Color,150000000,339,2,164238,235,33000,64,PG-13
144,"Mars Needs Moms",2011,88,English,USA,Color,150000000,132,0,17590,235,0,54,PG
145,"Flushed Away",2006,85,English,UK,Color,149000000,135,0,85086,185,0,67,PG
146,Pan,2015,111,English,USA,Color,150000000,256,4,39956,235,24000,58,PG
147,"Mr. Peabody & Sherman",2014,92,English,USA,Color,145000000,196,2,47900,185,11000,69,PG
148,Troy,2004,196,English,USA,Color,175000000,220,2,381672,235,0,72,R
149,"Madagascar 3: Europe's Most Wanted",2012,93,English,USA,Color,145000000,211,0,119213,185,17000,69,PG
150,"Die Another Day",2002,133,English,UK,"Black and White",142000000,264,0,169914,235,0,61,PG-13
151,Ghostbusters,2016,116,English,USA,Color,144000000,464,4,69757,235,62000,55,PG-13
152,Armageddon,1998,153,English,USA,Color,140000000,167,0,322395,235,11000,66,PG-13
153,"Men in Black II",2002,88,English,USA,Color,140000000,208,2,270207,185,2000,61,PG-13
154,Beowulf,2007,115,English,USA,Color,150000000,287,1,142440,235,3000,63,PG-13
155,"Kung Fu Panda 3",2016,95,English,USA,Color,145000000,210,0,64322,235,24000,72,PG
156,"Mission: Impossible - Ghost Protocol",2011,133,English,USA,Color,145000000,432,3,365104,235,35000,74,PG-13
157,"Rise of the Guardians",2012,97,English,USA,Color,145000000,256,0,123553,185,25000,73,PG
158,"Fun with Dick and Jane",2005,90,English,USA,Color,100000000,135,1,110788,235,2000,61,PG-13
159,"The Last Samurai",2003,154,English,USA,Color,140000000,190,1,317166,235,0,77,R
160,"Exodus: Gods and Kings",2014,150,English,UK,Color,140000000,314,0,128682,235,51000,61,PG-13
161,"Star Trek",2009,127,English,USA,Color,150000000,518,0,504419,235,19000,80,PG-13
162,Spider-Man,2002,121,English,USA,Color,139000000,291,0,544665,185,5000,73,PG-13
163,"How to Train Your Dragon 2",2014,102,English,USA,Color,145000000,292,5,221128,235,46000,79,PG
164,"Gods of Egypt",2016,126,English,USA,Color,140000000,184,4,51892,235,24000,55,PG-13
165,Stealth,2005,121,English,USA,Color,135000000,145,0,45455,235,0,50,PG-13
166,Watchmen,2009,215,English,USA,Color,130000000,451,1,392474,235,18000,77,R
167,"Lethal Weapon 4",1998,127,English,USA,Color,140000000,141,2,127497,235,0,66,R
168,Hulk,2003,138,English,USA,Color,137000000,267,0,212106,185,0,57,PG-13
169,"G.I. Joe: Retaliation",2013,122,English,USA,Color,130000000,351,6,146352,235,42000,58,PG-13
170,Sahara,2005,124,English,UK,Color,130000000,163,3,77673,235,0,60,PG-13
171,"Final Fantasy: The Spirits Within",2001,106,English,USA,Color,137000000,166,1,72259,185,0,64,PG-13
172,"Captain America: The First Avenger",2011,124,English,USA,Color,140000000,510,0,508818,235,46000,69,PG-13
173,"The World Is Not Enough",1999,128,English,UK,Color,135000000,197,2,157519,235,2000,64,PG-13
175,"The Twilight Saga: Breaking Dawn - Part 2",2012,115,English,USA,Color,120000000,322,3,185394,235,65000,55,PG-13
176,"Happy Feet 2",2011,100,English,Australia,Color,135000000,156,0,32399,235,0,59,PG
177,"The Incredible Hulk",2008,135,English,USA,Color,150000000,354,0,326286,235,0,68,PG-13
179,"The BFG",2016,117,English,UK,Color,140000000,252,0,12572,235,27000,68,PG
180,"The Revenant",2015,156,English,USA,Color,135000000,556,0,406020,235,190000,81,R
181,Turbo,2013,96,English,USA,Color,135000000,166,0,62424,235,13000,65,PG
182,Rango,2011,107,English,USA,Color,135000000,362,0,183208,235,26000,72,PG
183,"Penguins of Madagascar",2014,92,English,USA,Color,132000000,153,0,60230,185,11000,67,PG
184,"The Bourne Ultimatum",2007,115,English,USA,Color,110000000,329,0,491077,235,0,81,PG-13
185,"Kung Fu Panda",2008,92,English,USA,Color,130000000,266,0,307029,235,6000,76,PG
186,Ant-Man,2015,117,English,USA,Color,130000000,517,6,313866,185,61000,74,PG-13
187,"The Hunger Games: Catching Fire",2013,146,English,USA,Color,130000000,502,1,498397,235,82000,76,PG-13
188,"The Twilight Saga: Breaking Dawn - Part 2",2012,115,English,USA,Color,120000000,322,3,185394,235,65000,55,PG-13
189,Home,2015,94,English,USA,Color,135000000,165,0,70121,185,26000,67,PG
190,"War of the Worlds",2005,116,English,USA,Color,132000000,401,0,334345,185,0,65,PG-13
191,"Bad Boys II",2003,147,English,USA,Color,130000000,94,1,178126,235,0,66,R
192,"Puss in Boots",2011,90,English,USA,Color,130000000,246,0,114287,235,16000,67,PG
193,Salt,2010,101,English,USA,Color,110000000,330,1,245621,235,23000,64,PG-13
194,Noah,2014,138,English,USA,Color,125000000,434,2,200022,185,71000,58,PG-13
195,"The Adventures of Tintin",2011,107,English,USA,Color,135000000,440,1,177383,235,44000,74,PG
196,"Harry Potter and the Prisoner of Azkaban",2004,142,English,UK,Color,130000000,274,3,382255,235,11000,78,PG
197,Australia,2008,165,English,Australia,Color,130000000,245,0,102338,235,0,66,PG-13
198,"After Earth",2013,100,English,USA,Color,130000000,349,0,158720,235,37000,49,PG-13
199,Dinosaur,2000,82,English,USA,Color,127500000,145,1,38438,185,0,65,PG
201,"Night at the Museum: Secret of the Tomb",2014,98,English,USA,Color,127000000,154,7,67223,185,11000,62,PG
202,Megamind,2010,95,English,USA,Color,130000000,233,3,172754,235,13000,73,PG
203,"Harry Potter and the Sorcerer's Stone",2001,159,English,UK,Color,125000000,258,4,444683,235,16000,75,PG
204,R.I.P.D.,2013,96,English,USA,Color,130000000,208,2,91640,235,20000,56,PG-13
208,"The Hunger Games: Mockingjay - Part 1",2014,123,English,USA,Color,125000000,403,1,305008,235,52000,67,PG-13
209,"The Da Vinci Code",2006,174,English,USA,Color,125000000,294,2,314253,235,0,66,PG-13
210,"Rio 2",2014,101,English,USA,Color,103000000,159,0,58498,235,0,64,G
211,"X-Men 2",2003,134,English,Canada,Color,110000000,289,4,405973,235,0,75,PG-13
212,"Fast Five",2011,132,English,USA,Color,125000000,342,3,284792,235,54000,73,PG-13
213,"Sherlock Holmes: A Game of Shadows",2011,129,English,USA,Color,125000000,382,2,338635,235,39000,75,PG-13
214,"Clash of the Titans",2010,106,English,USA,Color,125000000,344,0,229679,235,15000,58,PG-13
215,"Total Recall",1990,113,English,USA,Color,65000000,196,0,240241,185,0,75,R
216,"The 13th Warrior",1999,102,English,USA,Color,85000000,85,1,101411,235,0,66,R
217,"The Bourne Legacy",2012,135,English,USA,Color,125000000,436,0,229823,235,31000,67,PG-13
218,"Batman & Robin",1997,125,English,USA,Color,125000000,183,3,189855,185,0,37,PG-13
219,"How the Grinch Stole Christmas",2000,110,English,USA,Color,123000000,175,0,141414,185,0,60,PG
220,"The Day After Tomorrow",2004,124,English,USA,Color,125000000,239,0,333248,235,19000,64,PG-13
221,"Mission: Impossible II",2000,123,English,USA,Color,125000000,237,0,242188,235,0,61,PG-13
222,"The Perfect Storm",2000,130,English,USA,Color,140000000,231,0,133076,235,0,64,PG-13
223,"Fantastic 4: Rise of the Silver Surfer",2007,92,English,USA,Color,130000000,262,3,213275,235,0,56,PG
224,"Life of Pi",2012,127,English,USA,Color,120000000,552,0,440084,185,122000,80,PG
225,"Ghost Rider",2007,123,English,USA,Color,110000000,276,1,182661,235,0,52,PG-13
226,"Jason Bourne",2016,123,English,UK,Color,120000000,267,0,40123,235,31000,71,PG-13
227,"Charlie's Angels: Full Throttle",2003,107,English,USA,Color,120000000,102,0,100821,235,0,48,PG-13
228,Prometheus,2012,124,English,USA,Color,130000000,775,0,456260,235,97000,70,R
229,"Stuart Little 2",2002,77,English,USA,Color,120000000,71,0,36471,185,459,54,PG
230,Elysium,2013,109,English,USA,Color,115000000,476,0,338087,235,61000,66,R
231,"The Chronicles of Riddick",2004,134,English,USA,Color,105000000,207,0,183909,235,0,67,PG-13
232,RoboCop,2014,117,English,USA,Color,100000000,492,0,182899,235,60000,62,PG-13
233,"Speed Racer",2008,135,English,USA,Color,120000000,284,0,57873,235,0,61,PG
234,"How Do You Know",2010,121,English,USA,Color,120000000,168,4,35066,185,0,53,PG-13
235,"Knight and Day",2010,117,English,USA,Color,117000000,283,0,148280,235,11000,63,PG-13
236,Oblivion,2013,124,English,USA,Color,120000000,539,0,387436,235,71000,70,PG-13
237,"Star Wars: Episode III - Revenge of the Sith",2005,140,English,USA,Color,113000000,359,4,520104,235,10000,76,PG-13
238,"Star Wars: Episode II - Attack of the Clones",2002,142,English,USA,Color,115000000,284,3,464310,178,0,67,PG
239,"Monsters, Inc.",2001,92,English,USA,Color,115000000,250,0,585659,185,0,81,G
240,"The Wolverine",2013,138,English,USA,Color,120000000,440,1,328067,235,68000,67,PG-13
241,"Star Wars: Episode I - The Phantom Menace",1999,136,English,USA,Color,115000000,320,1,534658,235,13000,65,PG
242,"The Croods",2013,98,English,USA,Color,135000000,257,3,150618,235,28000,73,PG
243,"Asterix at the Olympic Games",2008,116,French,France,Color,78000000,33,1,20567,235,291,51,
244,Windtalkers,2002,153,English,USA,Color,115000000,152,0,55994,235,0,60,R
245,"The Huntsman: Winter's War",2016,120,English,USA,Color,115000000,231,2,37750,235,16000,61,PG-13
246,"Teenage Mutant Ninja Turtles",2014,101,English,USA,Color,125000000,348,0,167085,235,62000,59,PG-13
247,Gravity,2013,91,English,UK,Color,100000000,738,0,582917,235,147000,78,PG-13
248,"Dante's Peak",1997,108,English,USA,Color,116000000,93,1,62271,235,0,58,PG-13
250,"Fantastic Four",2015,100,English,USA,Color,120000000,369,3,110486,235,41000,43,PG-13
251,"Night at the Museum",2006,108,English,USA,Color,110000000,179,2,234480,185,3000,64,PG
252,"San Andreas",2015,114,English,USA,Color,110000000,358,0,147497,235,52000,61,PG-13
253,"Tomorrow Never Dies",1997,119,English,UK,Color,110000000,160,3,149680,235,0,65,PG-13
254,"The Patriot",2000,142,English,USA,Color,110000000,192,1,207613,235,4000,71,R
255,"Ocean's Twelve",2004,125,English,USA,Color,110000000,198,0,284852,235,0,64,PG-13
256,"Mr. & Mrs. Smith",2005,126,English,USA,Color,120000000,233,2,348861,235,0,65,PG-13
257,Insurgent,2015,119,English,USA,Color,110000000,263,0,154621,235,27000,63,PG-13
258,"The Aviator",2004,170,English,USA,"Black and White",110000000,267,0,264318,235,0,75,PG-13
259,"Gulliver's Travels",2010,85,English,USA,Color,112000000,184,1,53160,235,0,49,PG
260,"The Green Hornet",2011,119,English,USA,Color,120000000,447,0,136019,235,14000,58,PG-13
262,"300: Rise of an Empire",2014,102,English,USA,Color,110000000,366,0,225273,235,71000,62,R
263,"The Smurfs",2011,103,English,USA,Color,110000000,172,3,66593,178,31000,55,PG
264,"Home on the Range",2004,76,English,USA,Color,110000000,104,0,13581,178,304,54,PG
265,Allegiant,2016,120,English,USA,Color,110000000,181,3,44296,235,12000,58,PG-13
266,"Real Steel",2011,127,English,USA,Color,110000000,327,1,254841,235,36000,71,PG-13
267,"The Smurfs 2",2013,105,English,USA,Color,105000000,125,3,27257,185,0,54,PG
268,"Speed 2: Cruise Control",1997,121,English,USA,Color,160000000,79,0,60573,235,894,37,PG-13
269,"Ender's Game",2013,114,English,USA,Color,110000000,326,4,184561,235,123000,67,PG-13
270,"Live Free or Die Hard",2007,129,English,USA,Color,110000000,354,1,336235,235,0,72,PG-13
272,"Around the World in 80 Days",2004,120,English,USA,Color,110000000,188,0,68720,235,0,58,PG
273,Ali,2001,165,English,USA,"Black and White",107000000,174,1,79186,235,0,68,R
274,"The Cat in the Hat",2003,82,English,USA,Color,109000000,109,1,36033,185,946,38,PG
275,"I, Robot",2004,115,English,USA,Color,120000000,225,1,387632,235,0,71,PG-13
276,"Kingdom of Heaven",2005,194,English,USA,Color,130000000,239,1,217373,235,0,72,R
277,"Stuart Little",1999,84,English,Germany,Color,133000000,101,0,94172,185,0,59,PG
278,"The Princess and the Frog",2009,97,English,USA,Color,105000000,228,0,89351,185,5000,71,G
279,"The Martian",2015,151,English,USA,Color,108000000,568,1,472488,235,153000,81,PG-13
281,"The Island",2005,136,English,USA,Color,126000000,257,1,263329,235,0,69,PG-13
282,"Town & Country",2001,104,English,"New Line",Color,90000000,62,0,4102,185,53,44,R
283,"Gone in Sixty Seconds",2000,127,English,USA,Color,90000000,175,1,218341,235,0,65,PG-13
284,Gladiator,2000,171,English,USA,Color,103000000,265,0,982637,235,21000,85,R
285,"Minority Report",2002,145,English,USA,Color,102000000,252,0,399651,235,0,77,PG-13
286,"Harry Potter and the Chamber of Secrets",2002,174,English,UK,Color,100000000,232,1,387616,235,0,74,PG
287,"Casino Royale",2006,144,English,UK,"Black and White",150000000,400,1,470483,235,0,80,PG-13
288,"Planet of the Apes",2001,119,English,USA,Color,100000000,230,0,177725,235,0,57,PG-13
289,"Terminator 2: Judgment Day",1991,153,English,USA,Color,102000000,210,0,744891,235,13000,85,R
290,"Public Enemies",2009,140,English,USA,Color,100000000,357,1,230931,235,0,70,R
291,"American Gangster",2007,176,English,USA,Color,100000000,300,0,324671,185,0,78,R
292,"True Lies",1994,141,English,USA,Color,115000000,94,0,190439,235,0,72,R
293,"The Taking of Pelham 1 2 3",2009,106,English,USA,Color,100000000,267,1,149998,235,0,64,R
294,"Little Fockers",2010,98,English,USA,Color,100000000,180,10,85531,185,0,55,PG-13
295,"The Other Guys",2010,116,English,USA,Color,100000000,265,2,189806,235,16000,67,PG-13
296,Eraser,1996,115,English,USA,Color,100000000,81,1,84424,235,0,61,R
297,"Django Unchained",2012,165,English,USA,Color,100000000,765,1,955174,235,199000,85,R
298,"The Hunchback of Notre Dame",1996,91,English,USA,Color,100000000,80,0,102933,178,0,69,G
299,"The Emperor's New Groove",2000,78,English,USA,Color,100000000,141,1,128285,166,0,73,G
300,"The Expendables 2",2012,103,English,USA,Color,92000000,383,3,246803,235,108000,67,R
301,"National Treasure",2004,131,English,USA,Color,100000000,193,0,255447,235,0,69,PG
302,Eragon,2006,104,English,USA,"Black and White",100000000,170,0,108076,235,0,51,PG
303,"Where the Wild Things Are",2009,101,English,Germany,Color,100000000,333,0,87677,235,11000,68,PG
304,Pan,2015,111,English,USA,Color,150000000,256,4,39956,235,24000,58,PG
305,Epic,2013,102,English,USA,Color,100000000,203,2,85833,235,17000,67,PG
306,"The Tourist",2010,103,English,USA,Color,100000000,321,0,176598,235,25000,60,PG-13
307,"End of Days",1999,121,English,USA,Color,83000000,174,0,89509,235,2000,57,R
308,"Blood Diamond",2006,143,English,Germany,Color,100000000,166,0,400292,235,14000,80,R
309,"The Wolf of Wall Street",2013,240,English,USA,Color,100000000,606,3,780588,235,138000,82,R
310,"Batman Forever",1995,121,English,USA,Color,100000000,144,4,190786,185,0,54,PG-13
311,"Starship Troopers",1997,129,English,USA,Color,105000000,192,0,221521,185,0,72,R
312,"Cloud Atlas",2012,172,English,Germany,Color,102000000,511,5,284825,235,124000,75,R
